"Empl No",First,Last,MI,Street,City,State,Zip,Phone,Pager,DOH
E1985,Daniel,Thomas,X,Street 1985,City 1985,State 1985,121985,,,
E1986,Michael,Jones,H,Street 1986,City 1986,State 1986,121986,,,
E1987,Richard,Robinson,C,Street 1987,City 1987,State 1987,121987,,,
E1988,Richard,Brown,B,Street 1988,City 1988,State 1988,121988,,,
E1989,Jennifer,Taylor,D,Street 1989,City 1989,State 1989,121989,,,
E1990,Joseph,Davis,B,Street 1990,City 1990,State 1990,121990,,,
E1991,Robert,Miller,L,Street 1991,City 1991,State 1991,121991,,,
E1992,William,Jones,X,Street 1992,City 1992,State 1992,121992,,,
E1993,Paul,Davis,Z,Street 1993,City 1993,State 1993,121993,,,
E1994,John,Wilson,E,Street 1994,City 1994,State 1994,121994,,,
E1995,Barbara,Williams,T,Street 1995,City 1995,State 1995,121995,,,
E1996,Christopher,Davis,Y,Street 1996,City 1996,State 1996,121996,,,
E1997,Mark,White,X,Street 1997,City 1997,State 1997,121997,,,
E1998,Jennifer,Smith,D,Street 1998,City 1998,State 1998,121998,,,
E1999,James,Smith,P,Street 1999,City 1999,State 1999,121999,,,
E2000,Michael,Taylor,W,Street 2000,City 2000,State 2000,122000,,,
E2001,Mary,Jackson,F,Street 2001,City 2001,State 2001,122001,,,
E2002,Linda,Garcia,J,Street 2002,City 2002,State 2002,122002,,,
E2003,Patricia,Harris,R,Street 2003,City 2003,State 2003,122003,,,
E2004,Thomas,Thompson,A,Street 2004,City 2004,State 2004,122004,,,
E2005,Barbara,Anderson,D,Street 2005,City 2005,State 2005,122005,,,
E2006,Joseph,Williams,L,Street 2006,City 2006,State 2006,122006,,,
E2007,Richard,Smith,C,Street 2007,City 2007,State 2007,122007,,,
E2008,David,Smith,D,Street 2008,City 2008,State 2008,122008,,,
E2009,Charles,Johnson,D,Street 2009,City 2009,State 2009,122009,,,
E2010,John,Brown,Q,Street 2010,City 2010,State 2010,122010,,,
E2011,Elizabeth,Moore,F,Street 2011,City 2011,State 2011,122011,,,
E2012,Robert,Williams,C,Street 2012,City 2012,State 2012,122012,,,
E2013,Thomas,White,V,Street 2013,City 2013,State 2013,122013,,,
E2014,Michael,Brown,P,Street 2014,City 2014,State 2014,122014,,,
E2015,Michael,Martinez,D,Street 2015,City 2015,State 2015,122015,,,
E2016,David,Moore,H,Street 2016,City 2016,State 2016,122016,,,
E2017,Daniel,Martin,I,Street 2017,City 2017,State 2017,122017,,,
E2018,Mark,Johnson,I,Street 2018,City 2018,State 2018,122018,,,
E2019,James,Anderson,K,Street 2019,City 2019,State 2019,122019,,,
E2020,Michael,Jackson,P,Street 2020,City 2020,State 2020,122020,,,
E2021,Daniel,Anderson,A,Street 2021,City 2021,State 2021,122021,,,
E2022,Jennifer,White,D,Street 2022,City 2022,State 2022,122022,,,
E2023,John,Jones,W,Street 2023,City 2023,State 2023,122023,,,
E2024,Elizabeth,Miller,C,Street 2024,City 2024,State 2024,122024,,,
